scan,zone,x_mm,y_mm,z_mm,deviation_mm
scan_000,GRAT_XXX,-53.978,-25.436,-15.930,3.134
scan_000,GRAT_XXX,-35.898,-31.553,-7.553,1.437
scan_000,GRAT_XXX,-53.897,-23.452,-16.137,3.397
scan_000,GRAT_XXX,-53.695,-21.854,-17.025,3.440
scan_000,GRAT_XXX,-51.284,-19.732,-18.065,1.644
scan_000,GRAT_XXX,-67.549,6.451,-24.855,1.335
scan_000,GRAT_XXX,-39.152,-27.549,-9.924,2.401
scan_000,GRAT_XXX,-51.183,-27.043,-16.276,1.797
scan_000,GRAT_XXX,-55.396,-33.329,-11.973,1.848
scan_000,GRAT_XXX,-60.506,-9.466,-21.586,1.988
scan_000,GRAT_XXX,-54.360,-28.528,-15.005,2.127
scan_000,GRAT_XXX,-54.056,-27.480,-15.762,2.209
scan_000,GRAT_XXX,-39.235,14.241,-14.783,1.370
scan_000,GRAT_XXX,-26.392,15.944,-8.133,1.390
scan_000,GRAT_XXX,-36.826,30.091,-14.479,1.241
scan_000,GRAT_XXX,-37.550,22.302,-12.961,1.452
scan_000,GRAT_XXX,-27.626,-26.593,6.671,2.725
scan_000,GRAT_XXX,-50.425,18.293,-19.127,1.232
scan_000,GRAT_XXX,-35.260,19.891,-14.132,1.913
scan_000,GRAT_XXX,-63.869,4.492,-23.556,1.473
scan_000,GRAT_XXX,-50.231,24.340,-19.701,1.260
scan_000,GRAT_XXX,-50.097,26.278,-19.891,1.562
scan_000,GRAT_XXX,-50.019,28.026,-19.483,1.383
scan_000,GRAT_XXX,-71.900,-3.166,-22.159,1.435
scan_000,GRAT_XXX,-54.368,-32.574,-12.814,1.605
scan_000,GRAT_XXX,-53.437,-32.546,-13.123,1.425
scan_000,GRAT_XXX,-53.065,-31.446,-13.784,1.460
scan_000,GRAT_XXX,-53.325,-29.955,-14.120,1.949
scan_000,GRAT_XXX,-52.207,-27.658,-15.870,1.997
scan_000,GRAT_XXX,-51.980,-23.555,-16.049,3.428
scan_000,GRAT_XXX,-37.375,-25.486,-8.652,2.094
scan_000,GRAT_XXX,-51.744,-13.313,-16.706,2.814
scan_000,GRAT_XXX,-51.514,-11.594,-16.651,2.982
scan_000,GRAT_XXX,-52.453,-7.438,-15.857,1.460
scan_000,GRAT_XXX,-46.352,-21.594,-13.764,3.267
scan_000,OOO,-33.713,-35.666,-7.067,0.827
scan_000,GRAT_XXX,-53.742,-15.385,-16.521,3.150
scan_000,GRAT_XXX,-53.218,4.624,-17.078,1.803
scan_000,GRAT_XXX,-25.270,-24.738,7.081,1.872
scan_000,GRAT_XXX,-51.495,5.039,-16.513,1.746
scan_000,GRAT_XXX,-26.503,26.267,-8.648,1.491
scan_000,GRAT_XXX,-54.682,-31.056,-13.297,2.053
scan_000,GRAT_XXX,-63.188,2.947,-19.025,1.358
scan_000,GRAT_XXX,-44.224,-23.627,-13.511,3.074
scan_000,GRAT_XXX,-52.010,-25.505,-16.015,2.987
scan_000,GRAT_XXX,-54.222,16.370,-20.236,1.219
scan_000,GRAT_XXX,-31.727,18.234,-11.719,1.393
scan_000,GRAT_XXX,-44.830,-17.411,-11.676,1.846
scan_000,GRAT_XXX,-51.239,-17.702,-18.336,1.291
scan_000,GRAT_XXX,-33.674,-16.593,1.866,1.850
scan_000,GRAT_XXX,-33.986,-24.028,-7.510,2.023
scan_000,GRAT_XXX,-51.622,-8.126,-16.329,1.778
scan_000,GRAT_XXX,-53.600,-7.414,-15.597,1.527
scan_000,GRAT_XXX,-53.644,-13.451,-16.852,3.481
scan_000,GRAT_XXX,-35.824,28.284,-12.709,1.336
scan_000,GRAT_XXX,-62.181,-2.921,-14.623,2.064
scan_000,GRAT_XXX,-64.152,-5.475,-22.709,1.262
scan_000,GRAT_XXX,-63.224,-13.804,-22.551,1.352
scan_000,GRAT_XXX,-63.460,3.939,-22.101,1.752
scan_000,GRAT_XXX,-76.242,-10.744,-18.052,1.628
scan_000,GRAT_XXX,-61.863,6.356,-23.434,1.407
scan_000,GRAT_XXX,-62.546,5.127,-22.581,2.053
scan_000,GRAT_XXX,-62.421,4.421,-21.077,1.860
scan_000,GRAT_XXX,-63.778,-4.016,-20.126,1.634
scan_000,GRAT_XXX,-63.445,-5.404,-20.328,1.297
scan_000,GRAT_XXX,-62.784,-7.851,-21.719,1.423
scan_000,GRAT_XXX,-61.718,-11.824,-22.736,1.305
scan_000,GRAT_XXX,-62.037,-13.700,-22.853,1.449
scan_000,GRAT_XXX,-67.369,-13.568,-21.508,1.312
scan_000,GRAT_XXX,-64.251,1.868,-18.263,1.207
scan_000,GRAT_XXX,-51.618,-9.419,-16.577,2.949
scan_000,GRAT_XXX,-29.789,22.647,-11.969,1.665
scan_000,GRAT_XXX,-55.413,-21.448,-18.677,2.483
scan_000,GRAT_XXX,-74.813,-1.124,-22.215,1.403
scan_000,GRAT_XXX,-39.888,-21.193,-6.573,1.292
scan_000,GRAT_XXX,-26.890,-26.890,7.723,2.000
scan_000,GRAT_XXX,-37.403,-31.597,-8.726,2.071
scan_000,GRAT_XXX,-46.595,-11.959,-14.400,3.000
scan_000,GRAT_XXX,-26.665,14.327,-7.659,1.254
scan_000,GRAT_XXX,-39.238,-29.461,-10.184,2.609
scan_000,GRAT_XXX,-41.251,8.364,-13.982,1.502
scan_000,GRAT_XXX,-47.810,-16.208,-13.485,2.516
scan_000,GRAT_XXX,-53.992,-33.718,-11.746,1.940
scan_000,GRAT_XXX,-64.256,-7.584,-23.069,1.220
scan_000,GRAT_XXX,-29.228,-15.627,1.831,1.960
scan_000,GRAT_XXX,-51.470,-21.419,-17.229,2.250
scan_000,GRAT_XXX,-55.119,-8.803,-18.296,2.260
scan_000,GRAT_XXX,-38.324,-21.636,-6.098,1.761
scan_000,GRAT_XXX,-34.304,28.424,-11.023,1.644
scan_000,GRAT_XXX,-37.521,24.312,-13.045,1.284
scan_000,GRAT_XXX,-35.670,-29.360,-7.846,1.704
scan_000,GRAT_XXX,-48.635,-19.666,-14.512,3.230
scan_000,GRAT_XXX,-27.341,9.316,1.395,1.896
scan_000,GRAT_XXX,-44.490,-21.658,-13.318,3.382
scan_000,GRAT_XXX,-28.087,-31.770,0.927,1.351
scan_000,GRAT_XXX,-41.054,-12.957,-9.894,1.579
scan_000,OOO,-24.981,36.189,-6.611,0.554
scan_000,GRAT_XXX,-50.917,-15.984,-18.203,1.451
scan_000,GRAT_XXX,-26.556,34.343,-7.256,1.715
scan_000,GRAT_XXX,-43.402,-33.398,-9.863,1.957
scan_000,GRAT_XXX,-26.350,22.476,-7.981,1.772
scan_000,GRAT_XXX,-29.680,-29.377,2.373,1.257
scan_000,GRAT_XXX,-25.498,12.421,-6.609,1.229
scan_000,GRAT_XXX,-42.836,14.229,-16.712,1.425
scan_000,GRAT_XXX,-28.115,26.263,-9.173,1.337
scan_000,GRAT_XXX,-53.601,-35.053,-10.507,1.213
scan_000,GRAT_XXX,-29.163,21.767,-12.604,2.627
scan_000,GRAT_XXX,-46.103,-25.691,-14.356,2.970
scan_000,GRAT_XXX,-41.104,-9.367,-9.942,1.647
scan_000,GRAT_XXX,-42.870,-15.429,-11.087,2.146
scan_000,GRAT_XXX,-27.161,-37.037,-2.169,1.464
scan_000,GRAT_XXX,-30.983,-11.302,-2.295,1.407
scan_000,GRAT_XXX,-46.020,-20.340,-13.305,3.026
scan_000,GRAT_XXX,-43.922,-23.930,-11.948,2.487
scan_000,GRAT_XXX,-30.070,-21.005,2.271,1.361
scan_000,GRAT_XXX,-32.649,32.828,-7.763,3.246
scan_000,GRAT_XXX,-29.077,18.780,-11.960,1.551
scan_000,GRAT_XXX,-28.347,-28.081,5.516,1.621
scan_000,GRAT_XXX,-34.532,-20.602,3.339,2.292
scan_000,GRAT_XXX,-29.633,-23.351,1.844,2.147
scan_000,GRAT_XXX,-62.671,-17.605,-21.577,1.720
scan_000,GRAT_XXX,-24.575,34.351,-6.774,1.206
scan_000,GRAT_XXX,-30.619,-33.997,-1.763,1.796
scan_000,GRAT_XXX,-33.190,-15.682,0.947,1.225
scan_000,GRAT_XXX,-36.042,10.393,-11.403,2.002
scan_000,GRAT_XXX,-30.462,-27.659,-5.298,1.501
scan_000,OOO,-37.932,-35.443,-7.054,0.809
scan_000,GRAT_XXX,-30.688,30.560,-7.736,3.255
scan_000,GRAT_XXX,-25.674,-33.657,-0.471,1.428
scan_000,GRAT_XXX,-30.050,14.198,-10.458,1.388
scan_000,GRAT_XXX,-62.150,1.008,-15.006,2.042
scan_000,GRAT_XXX,-49.912,-25.662,-16.154,2.670
scan_000,GRAT_XXX,-50.243,-11.113,-15.521,3.404
scan_000,GRAT_XXX,-33.384,16.224,-12.388,1.564
scan_000,GRAT_XXX,-23.811,31.567,5.886,1.407
scan_000,GRAT_XXX,-25.861,10.709,1.078,1.937
scan_000,GRAT_XXX,-41.168,-27.492,-9.941,1.671
scan_000,GRAT_XXX,-50.306,-29.473,-14.667,1.870
scan_000,GRAT_XXX,-24.675,32.868,-6.525,1.487
scan_000,GRAT_XXX,-32.581,8.387,-9.143,2.109
scan_000,GRAT_XXX,-46.642,-19.315,-12.841,2.302
scan_000,GRAT_XXX,-28.217,-26.787,5.413,1.584
scan_000,GRAT_XXX,-29.984,28.297,-9.502,1.387
scan_000,GRAT_XXX,-58.940,-19.577,-20.571,2.140
scan_000,GRAT_XXX,-35.115,18.171,-14.394,2.252
scan_000,GRAT_XXX,-48.795,-17.827,-14.813,3.432
scan_000,GRAT_XXX,-47.068,8.320,-16.555,1.362
scan_000,GRAT_XXX,-48.386,-29.440,-12.634,1.601
scan_000,GRAT_XXX,-48.193,-25.661,-14.728,3.434
scan_000,GRAT_XXX,-52.088,-22.252,-16.676,3.073
scan_000,GRAT_XXX,-62.805,-11.607,-22.649,1.232
scan_000,OOO,-39.669,-35.476,-8.606,1.049
scan_000,GRAT_XXX,-34.212,16.025,-13.064,1.739
scan_000,GRAT_XXX,-53.847,20.265,-21.301,1.476
scan_000,GRAT_XXX,-26.863,-24.885,6.239,2.245
scan_000,GRAT_XXX,-49.869,-9.454,-15.776,3.066
scan_000,GRAT_XXX,-29.840,-17.024,1.826,1.998
scan_000,GRAT_XXX,-30.369,10.145,-9.017,2.018
scan_000,GRAT_XXX,-28.574,34.515,-7.563,1.748
scan_000,OOO,-39.094,-36.288,-7.626,1.193
scan_000,GRAT_XXX,-48.964,-33.403,-12.369,1.504
scan_000,GRAT_XXX,-48.007,-28.222,-12.924,1.956
scan_000,GRAT_XXX,-48.351,-27.449,-13.950,2.720
scan_000,GRAT_XXX,-54.832,-11.656,-19.562,1.729
scan_000,GRAT_XXX,-31.145,-7.892,9.089,1.356
scan_000,GRAT_XXX,-45.189,-31.364,-10.786,1.503
scan_000,GRAT_XXX,-50.750,-31.327,-13.900,1.587
scan_000,GRAT_XXX,-49.797,-21.729,-16.709,2.157
scan_000,GRAT_XXX,-43.357,-31.323,-10.041,1.440
scan_000,OOO,-26.457,36.522,-7.082,0.744
scan_000,GRAT_XXX,-29.768,-28.447,2.855,1.263
scan_000,GRAT_XXX,-25.435,-36.796,-1.691,1.741
scan_000,GRAT_XXX,-58.040,-13.809,-23.121,1.251
scan_000,GRAT_XXX,-28.121,-18.937,2.796,2.347
scan_000,GRAT_XXX,-24.840,-22.886,6.121,1.525
scan_000,GRAT_XXX,-54.733,-13.686,-19.417,1.802
scan_000,GRAT_XXX,-56.134,-27.350,-16.113,2.124
scan_000,GRAT_XXX,-28.386,30.468,-7.560,2.629
scan_000,GRAT_XXX,-42.439,-9.601,-11.946,3.015
scan_000,GRAT_XXX,-49.369,-17.757,-17.515,1.627
scan_000,GRAT_XXX,-63.722,6.303,-24.064,1.291
scan_000,GRAT_XXX,-49.702,-10.978,-14.922,3.332
scan_000,GRAT_XXX,-28.246,-16.900,3.173,3.275
scan_000,GRAT_XXX,-25.855,-26.730,8.098,1.220
scan_000,GRAT_XXX,-33.701,14.079,-11.969,1.215
scan_000,GRAT_XXX,-34.152,22.394,-10.332,1.998
scan_000,GRAT_XXX,-30.442,12.304,-9.953,1.578
scan_000,GRAT_XXX,-46.778,-17.375,-12.163,1.687
scan_000,GRAT_XXX,-27.296,19.973,-12.074,2.202
scan_000,GRAT_XXX,-25.732,-20.988,4.031,1.309
scan_000,GRAT_XXX,-50.174,5.044,-16.468,1.763
scan_000,GRAT_XXX,-34.641,-17.348,2.740,2.414
scan_000,GRAT_XXX,-35.478,-27.602,-8.116,2.044
scan_000,GRAT_XXX,-27.533,22.629,-11.021,1.644
scan_000,GRAT_XXX,-31.695,16.218,-11.874,1.329
scan_000,GRAT_XXX,-37.290,-29.620,-9.313,2.556
scan_000,GRAT_XXX,-37.801,-23.563,-7.273,1.234
scan_000,GRAT_XXX,-27.339,8.520,-7.910,1.709
scan_000,GRAT_XXX,-74.725,9.070,-21.482,1.602
scan_000,GRAT_XXX,-64.549,14.753,-23.532,1.217
scan_000,GRAT_XXX,-37.964,8.649,-11.147,2.341
scan_000,OOO,-43.649,-35.451,-9.333,0.773
scan_000,GRAT_XXX,-62.052,10.095,-24.579,1.667
scan_000,GRAT_XXX,-34.232,-13.140,-6.877,1.201
scan_000,GRAT_XXX,-32.539,34.580,-8.082,1.674
scan_000,GRAT_XXX,-30.003,-18.994,2.034,2.042
scan_000,GRAT_XXX,-39.492,10.254,-13.484,1.425
scan_000,GRAT_XXX,-35.169,16.105,-14.352,2.311
scan_000,GRAT_XXX,-28.720,7.736,3.392,1.373
scan_000,GRAT_XXX,-60.062,-13.866,-23.207,1.271
scan_000,GRAT_XXX,-60.472,-17.295,-21.921,1.709
scan_000,GRAT_XXX,-56.812,-9.768,-20.008,1.886
scan_000,GRAT_XXX,-24.341,15.361,4.160,1.357
scan_000,GRAT_XXX,-52.252,-29.383,-14.858,1.785
scan_000,GRAT_XXX,-31.807,14.172,-11.802,1.611
scan_000,GRAT_XXX,-41.429,22.338,-14.176,1.622
scan_000,GRAT_XXX,-60.705,3.226,-13.544,1.671
scan_000,GRAT_XXX,-43.244,-29.507,-10.183,1.248
scan_000,GRAT_XXX,-28.995,-33.809,-1.681,1.864
scan_000,GRAT_XXX,-65.652,2.318,-24.491,1.619
scan_000,GRAT_XXX,-26.503,-19.348,4.005,2.276
scan_000,GRAT_XXX,-26.715,24.001,-8.463,1.406
scan_000,GRAT_XXX,-29.812,16.110,-10.967,1.219
scan_000,GRAT_XXX,-29.238,20.041,-12.583,2.381
scan_000,GRAT_XXX,-48.330,-21.745,-14.339,3.176
scan_000,GRAT_XXX,-30.163,-11.495,12.544,1.468
scan_000,GRAT_XXX,-53.235,-17.775,-17.956,2.324
scan_000,GRAT_XXX,-24.513,-20.832,6.005,1.318
scan_000,GRAT_XXX,-44.550,-13.426,-12.442,2.633
scan_000,GRAT_XXX,-36.859,32.282,-14.813,1.309
scan_000,GRAT_XXX,-28.179,28.296,-8.887,1.292
scan_000,GRAT_XXX,-61.934,-15.537,-22.547,1.410
scan_000,GRAT_XXX,-46.320,-13.966,-16.034,1.821
scan_000,GRAT_XXX,-75.685,4.690,-23.485,2.571
scan_000,GRAT_XXX,-44.591,14.232,-17.591,1.305
scan_000,GRAT_XXX,-45.116,16.941,-18.230,1.379
scan_000,GRAT_XXX,-45.024,17.600,-18.295,1.432
scan_000,GRAT_XXX,-54.930,-19.590,-18.923,2.199
scan_000,GRAT_XXX,-44.404,24.194,-17.399,1.220
scan_000,GRAT_XXX,-48.413,16.243,-18.673,1.251
scan_000,GRAT_XXX,-39.218,-8.025,-8.803,1.220
scan_000,GRAT_XXX,-62.418,-9.493,-22.340,1.562
scan_000,OOO,-41.603,-35.446,-9.053,0.736
scan_000,GRAT_XXX,-49.099,-21.348,-15.749,2.808
scan_000,GRAT_XXX,-26.515,10.389,-7.673,1.394
scan_000,GRAT_XXX,-49.667,-19.699,-17.402,1.399
scan_000,GRAT_XXX,-67.497,2.497,-25.216,1.541
scan_000,GRAT_XXX,-41.287,-29.576,-9.899,1.670
scan_000,GRAT_XXX,-29.862,-14.938,1.298,1.542
scan_000,GRAT_XXX,-48.511,18.200,-19.112,1.256
scan_000,GRAT_XXX,-55.706,-25.520,-16.886,2.266
scan_000,GRAT_XXX,-39.246,-12.825,-9.443,1.816
scan_000,GRAT_XXX,-54.958,-9.948,-19.204,2.166
scan_000,GRAT_XXX,-46.301,-27.288,-13.463,2.988
scan_000,GRAT_XXX,-63.501,3.470,-20.692,1.368
scan_000,GRAT_XXX,-52.074,-31.356,-14.154,1.653
scan_000,GRAT_XXX,-50.164,-27.185,-16.010,2.148
scan_000,GRAT_XXX,-34.275,-27.299,-7.229,1.507
scan_000,GRAT_XXX,-52.414,-14.590,-16.464,3.415
scan_000,GRAT_XXX,-50.992,-26.089,-16.386,2.312
scan_000,GRAT_XXX,-50.860,-22.921,-16.656,2.660
scan_000,GRAT_XXX,-54.553,-15.573,-17.715,2.995
scan_000,GRAT_XXX,-57.790,-24.839,-18.451,1.611
scan_000,GRAT_XXX,-55.852,-28.276,-15.309,2.120
scan_000,GRAT_XXX,-51.955,26.031,-21.175,1.835
scan_000,GRAT_XXX,-52.356,24.385,-21.141,1.437
scan_000,GRAT_XXX,-55.121,-17.683,-19.029,2.033
scan_000,GRAT_XXX,-54.928,-22.207,-17.458,3.515
scan_000,GRAT_XXX,-55.458,-23.642,-17.332,2.879
scan_000,GRAT_XXX,-57.064,-30.763,-13.590,1.646
scan_000,GRAT_XXX,-53.550,25.501,-22.040,1.748
scan_000,GRAT_XXX,-53.770,22.188,-21.561,1.750
scan_000,GRAT_XXX,-50.216,-14.324,-17.995,1.521
scan_000,GRAT_XXX,-38.957,-13.873,-9.862,2.325
scan_000,GRAT_XXX,-59.491,16.333,-23.486,1.212
scan_000,GRAT_XXX,-54.355,14.644,-19.911,1.336
scan_000,GRAT_XXX,-54.978,4.982,-18.342,1.751
scan_000,GRAT_XXX,-56.438,-5.502,-13.977,1.445
scan_000,GRAT_XXX,-53.826,-10.052,-18.567,2.164
scan_000,GRAT_XXX,-54.459,-13.950,-17.761,3.113
scan_000,GRAT_XXX,-57.726,-25.718,-17.682,1.554
scan_000,GRAT_XXX,-53.313,-19.612,-17.888,2.235
scan_000,GRAT_XXX,-65.948,13.196,-23.676,1.568
scan_000,OOO,-35.543,-35.454,-7.177,0.637
scan_000,GRAT_XXX,-32.682,-29.314,-3.765,1.292
scan_000,GRAT_XXX,-32.331,10.618,-10.054,1.826
scan_000,GRAT_XXX,-28.648,14.687,-9.260,1.272
scan_000,GRAT_XXX,-26.464,10.439,0.502,1.525
scan_000,GRAT_XXX,-26.605,10.533,-0.078,1.587
scan_000,GRAT_XXX,-36.708,17.884,-15.390,2.433
scan_000,OOO,-28.487,36.452,-7.189,0.864
scan_000,GRAT_XXX,-36.933,-17.631,-10.107,2.786
scan_000,GRAT_XXX,-28.262,13.941,-8.659,1.695
scan_000,GRAT_XXX,-49.729,-23.654,-16.433,2.344
scan_000,GRAT_XXX,-26.067,18.127,-9.756,1.207
scan_000,GRAT_XXX,-35.011,-13.214,-8.066,1.998
scan_000,GRAT_XXX,-30.564,34.579,-7.687,1.571
scan_000,GRAT_XXX,-26.456,-18.535,5.470,2.750
scan_000,OOO,-45.235,-36.535,-9.451,1.045
scan_000,GRAT_XXX,-45.231,-33.454,-10.568,2.483
scan_000,GRAT_XXX,-67.646,8.620,-24.725,1.615
scan_000,GRAT_XXX,-39.879,24.059,-12.898,1.973
scan_000,GRAT_XXX,-57.955,-27.120,-16.657,1.519
scan_000,GRAT_XXX,-56.918,-8.668,-18.951,2.019
scan_000,GRAT_XXX,-40.010,22.489,-12.719,2.211
scan_000,GRAT_XXX,-33.828,34.573,-9.295,1.616
scan_000,GRAT_XXX,-29.658,-27.549,2.883,1.459
scan_000,GRAT_XXX,-32.238,-36.699,-2.861,1.546
scan_000,GRAT_XXX,-37.952,10.421,-12.328,1.810
scan_000,GRAT_XXX,-25.540,33.452,5.510,2.022
scan_000,GRAT_XXX,-65.759,14.408,-23.596,1.794
scan_000,GRAT_XXX,-37.074,-13.710,-9.320,2.692
scan_000,GRAT_XXX,-30.704,-9.943,-2.887,1.795
scan_000,GRAT_XXX,-59.753,10.246,-23.323,1.287
scan_000,GRAT_XXX,-43.556,-23.595,-11.045,1.795
scan_000,GRAT_XXX,-49.757,-27.855,-15.250,2.312
scan_000,GRAT_XXX,-65.520,12.273,-24.105,2.167
scan_000,GRAT_XXX,-49.079,-19.658,-15.755,2.524
scan_000,GRAT_XXX,-34.208,10.375,-10.655,1.967
scan_000,GRAT_XXX,-50.589,-33.204,-12.331,1.564
scan_000,GRAT_XXX,-67.962,-3.385,-23.308,1.222
scan_000,GRAT_XXX,-28.667,32.442,-7.190,3.102
scan_000,GRAT_XXX,-60.033,5.876,-20.771,1.219
scan_000,GRAT_XXX,-40.975,-8.048,-9.909,1.573
scan_000,GRAT_XXX,-61.982,-1.037,-15.068,2.210
scan_000,GRAT_XXX,-46.946,-29.384,-11.806,1.264
scan_000,GRAT_XXX,-24.590,33.551,6.158,1.584
scan_000,GRAT_XXX,-33.706,-26.010,-6.203,1.294
scan_000,GRAT_XXX,-55.881,18.227,-21.612,1.320
scan_000,GRAT_XXX,-41.445,-31.359,-9.551,1.542
scan_000,GRAT_XXX,-28.560,12.450,-8.696,1.564
scan_000,GRAT_XXX,-37.136,14.118,-14.701,2.150
scan_000,GRAT_XXX,-59.005,-21.511,-20.059,1.922
scan_000,GRAT_XXX,-35.271,-24.188,-7.829,1.886
scan_000,GRAT_XXX,-30.171,-22.312,2.179,1.827
scan_000,GRAT_XXX,-39.429,-33.426,-9.164,1.713
scan_000,GRAT_XXX,-43.089,-17.291,-10.659,1.552
scan_000,GRAT_XXX,-53.172,-11.546,-17.640,2.674
scan_000,GRAT_XXX,-42.712,-11.377,-11.677,2.659
scan_000,GRAT_XXX,-28.499,-13.471,13.266,2.734
scan_000,GRAT_XXX,-36.272,19.487,-14.963,1.929
scan_000,GRAT_XXX,-25.373,13.450,3.373,1.242
scan_000,GRAT_XXX,-34.787,-18.275,-10.720,1.794
scan_000,GRAT_XXX,-34.239,-33.920,-6.928,1.438
scan_000,GRAT_XXX,-36.165,9.108,-10.896,2.431
scan_000,GRAT_XXX,-32.716,-25.942,-4.071,1.250
scan_000,GRAT_XXX,-59.885,-5.001,-14.848,1.633
scan_000,GRAT_XXX,-46.139,7.325,-15.607,1.380
scan_000,GRAT_XXX,-58.035,-28.014,-15.847,1.476
scan_000,GRAT_XXX,-68.171,-12.075,-21.949,1.631
scan_000,GRAT_XXX,-49.334,-9.693,-14.715,3.354
scan_000,GRAT_XXX,-67.095,12.003,-24.307,1.802
scan_000,GRAT_XXX,-47.607,18.208,-19.161,1.425
scan_000,GRAT_XXX,-57.109,-21.815,-19.960,1.772
scan_000,GRAT_XXX,-30.566,10.804,-9.456,1.912
scan_000,GRAT_XXX,-33.974,23.906,-10.839,1.580
scan_000,GRAT_XXX,-34.095,-25.471,-7.564,1.872
scan_000,GRAT_XXX,-43.366,-25.479,-10.332,1.473
scan_000,GRAT_XXX,-53.842,-11.661,-18.527,2.059
scan_000,GRAT_XXX,-60.665,-20.991,-20.152,1.609
scan_000,GRAT_XXX,-50.181,-32.013,-13.162,1.663
scan_000,GRAT_XXX,-74.512,6.994,-22.396,1.691
scan_000,GRAT_XXX,-48.995,-17.817,-15.849,2.708
scan_000,GRAT_XXX,-32.510,22.399,-10.315,1.579
scan_000,GRAT_XXX,-28.044,18.669,-11.675,1.635
scan_000,GRAT_XXX,-25.189,-21.049,5.133,1.602
scan_000,GRAT_XXX,-59.996,6.523,-22.575,1.309
scan_000,GRAT_XXX,-29.374,37.317,-6.839,1.385
scan_000,GRAT_XXX,-37.102,8.623,-10.924,2.169
scan_000,GRAT_XXX,-39.862,20.837,-13.270,1.477
scan_000,GRAT_XXX,-65.563,8.381,-24.425,1.395
scan_000,GRAT_XXX,-38.951,22.317,-12.785,1.983
scan_000,GRAT_XXX,-39.354,24.741,-13.223,1.282
scan_000,GRAT_XXX,-29.345,-26.406,-5.984,2.124
scan_000,GRAT_XXX,-26.232,-28.688,7.718,1.822
scan_000,GRAT_XXX,-53.591,5.095,-17.710,1.655
scan_000,GRAT_XXX,-43.837,-21.331,-10.699,1.408
scan_000,GRAT_XXX,-29.789,17.977,-11.418,1.492
scan_000,GRAT_XXX,-35.085,22.771,-11.367,1.524
scan_000,GRAT_XXX,-76.224,-1.081,-22.481,2.131
scan_000,GRAT_XXX,-61.829,3.051,-14.882,1.571
scan_000,GRAT_XXX,-29.312,-10.954,12.742,2.069
scan_000,GRAT_XXX,-25.869,10.812,-6.730,1.800
scan_000,GRAT_XXX,-44.432,16.145,-17.702,1.449
scan_000,GRAT_XXX,-65.712,6.521,-24.554,1.401
scan_000,GRAT_XXX,-36.872,31.474,-14.994,1.339
scan_000,GRAT_XXX,-45.353,-27.098,-12.691,2.624
scan_000,GRAT_XXX,-46.724,-28.210,-12.468,2.036
scan_000,GRAT_XXX,-42.204,-12.739,-10.447,1.684
scan_000,GRAT_XXX,-55.644,-31.781,-12.754,2.136
scan_000,GRAT_XXX,-58.916,-7.996,-19.554,1.519
scan_000,GRAT_XXX,-56.171,-17.361,-20.252,1.366
scan_000,GRAT_XXX,-35.089,-29.965,-6.992,1.398
scan_000,GRAT_XXX,-77.294,-4.400,-21.479,1.443
scan_000,GRAT_XXX,-38.376,-22.551,-6.393,1.418
scan_000,GRAT_XXX,-36.604,33.454,-14.598,1.324
scan_000,OOO,-30.230,35.860,-7.325,0.790
scan_000,GRAT_XXX,-68.872,9.824,-24.248,1.209
scan_000,GRAT_XXX,-70.546,4.761,-23.987,1.411
scan_000,GRAT_XXX,-55.562,24.030,-22.182,1.374
scan_000,GRAT_XXX,-74.422,5.564,-23.316,1.713
scan_000,GRAT_XXX,-34.272,33.978,-10.967,1.523
scan_000,GRAT_XXX,-58.614,-9.507,-20.851,1.697
scan_000,GRAT_XXX,-42.538,-18.019,-10.158,1.532
scan_000,GRAT_XXX,-34.218,17.436,-13.020,1.311
scan_000,GRAT_XXX,-31.225,-10.865,-3.531,1.244
scan_000,GRAT_XXX,-60.607,-4.319,-14.194,2.119
scan_000,GRAT_XXX,-28.702,-26.756,-5.768,1.792
scan_000,GRAT_XXX,-31.830,28.164,-10.316,1.568
scan_000,GRAT_XXX,-60.839,-19.550,-20.785,1.808
scan_000,GRAT_XXX,-47.039,-33.393,-11.847,1.911
scan_000,GRAT_XXX,-30.712,8.337,-8.473,1.519
scan_000,GRAT_XXX,-29.687,24.185,-11.121,1.340
scan_000,GRAT_XXX,-72.687,8.754,-21.895,1.333
scan_000,GRAT_XXX,-39.843,8.409,-13.017,1.799
scan_000,GRAT_XXX,-62.371,2.976,-16.484,1.525
scan_000,GRAT_XXX,-30.096,26.050,-10.735,1.373
scan_000,GRAT_XXX,-42.874,-13.455,-11.153,2.178
scan_000,GRAT_XXX,-31.972,12.311,-10.981,1.403
scan_000,GRAT_XXX,-62.808,-1.139,-15.644,1.533
scan_000,GRAT_XXX,-45.008,-20.185,-12.997,3.064
scan_000,GRAT_XXX,-30.513,-26.352,-5.489,1.723
scan_000,GRAT_XXX,-53.458,-20.940,-17.555,2.678
scan_000,GRAT_XXX,-59.597,-8.238,-20.229,1.597
scan_000,GRAT_XXX,-55.550,-19.785,-20.240,1.271
scan_000,GRAT_XXX,-26.031,9.737,1.566,2.409
scan_000,GRAT_XXX,-57.704,-20.434,-20.616,1.529
scan_000,OOO,-39.877,-36.744,-8.308,1.551
scan_000,GRAT_XXX,-38.647,-29.633,-10.237,2.778
scan_000,GRAT_XXX,-39.786,-18.075,-9.302,1.591
scan_000,OOO,-36.633,-36.666,-6.676,1.736
scan_000,GRAT_XXX,-27.456,9.096,-8.500,1.349
