scan,zone,x_mm,y_mm,z_mm,deviation_mm
scan_280,OOO,-29.960,36.162,4.512,0.915
scan_280,OOO,-41.122,36.618,-7.427,0.811
scan_280,GRAT_XXX,-42.715,32.742,-15.611,1.385
scan_280,GRAT_XXX,-39.473,31.787,-13.183,1.235
scan_280,OOO,-42.345,35.524,5.550,0.931
scan_280,GRAT_XXX,-71.723,22.064,3.999,1.398
scan_280,GRAT_XXX,-70.364,14.030,-19.936,1.433
scan_280,ANGUSS_B,-67.644,23.271,2.123,1.058
scan_280,GRAT_XXX,-49.879,22.455,-19.548,1.387
scan_280,GRAT_XXX,-55.177,25.678,0.287,3.168
scan_280,GRAT_XXX,-56.815,27.911,15.150,1.285
scan_280,GRAT_XXX,-50.095,21.697,-20.232,1.349
scan_280,GRAT_XXX,-55.279,27.603,-5.690,1.204
scan_280,GRAT_XXX,-58.216,26.561,7.052,1.418
scan_280,GRAT_XXX,-53.424,27.424,16.872,1.418
scan_280,GRAT_XXX,-24.828,27.194,6.261,1.585
scan_280,GRAT_XXX,-26.512,22.599,1.729,1.850
scan_280,OOO,-38.499,36.004,7.720,0.927
scan_280,GRAT_XXX,-28.398,36.245,1.453,1.594
scan_280,GRAT_XXX,-25.994,36.089,0.944,1.533
scan_280,GRAT_XXX,-39.265,9.323,-15.926,1.455
scan_280,GRAT_XXX,-33.025,35.998,0.589,1.662
scan_280,GRAT_XXX,-49.839,23.750,-18.993,1.246
scan_280,GRAT_XXX,-62.379,24.200,-6.610,1.283
scan_280,OOO,-34.067,35.554,5.641,1.041
scan_280,GRAT_XXX,-31.161,26.622,-12.395,1.250
scan_280,GRAT_XXX,-24.948,21.654,-0.406,1.416
scan_280,OOO,-29.327,35.748,-7.504,0.859
scan_280,GRAT_XXX,-73.199,22.402,1.921,1.210
scan_280,GRAT_XXX,-43.038,20.133,-17.541,1.555
scan_280,GRAT_XXX,-33.852,10.139,-14.101,1.893
scan_280,GRAT_XXX,-33.285,10.132,-13.974,1.932
scan_280,GRAT_XXX,-63.952,24.620,-7.372,2.141
scan_280,GRAT_XXX,-55.220,10.500,-22.327,1.358
scan_280,GRAT_XXX,-39.922,33.469,2.926,1.255
scan_280,OOO,-35.684,35.415,4.812,1.020
scan_280,OOO,-38.227,36.109,-4.947,0.798
scan_280,GRAT_XXX,-65.138,11.980,-25.252,2.669
scan_280,GRAT_XXX,-44.151,20.411,-17.802,1.401
scan_280,GRAT_XXX,-34.966,10.093,-14.299,1.615
scan_280,GRAT_XXX,-40.586,31.892,-12.916,1.491
scan_280,OOO,-39.692,35.940,-5.073,0.716
scan_280,GRAT_XXX,-62.503,25.011,-5.630,1.998
scan_280,GRAT_XXX,-40.269,35.868,-3.893,1.228
scan_280,GRAT_XXX,-44.230,33.025,-12.478,1.308
scan_280,GRAT_XXX,-24.643,34.016,6.052,1.520
scan_280,GRAT_XXX,-46.223,35.118,7.814,1.316
scan_280,OOO,-30.065,35.667,5.770,1.021
scan_280,ANGUSS_B,-60.906,25.309,0.764,2.002
scan_280,GRAT_XXX,-50.238,31.918,-10.095,1.350
scan_280,OOO,-39.544,36.220,-6.410,0.684
scan_280,OOO,-39.408,36.245,-7.504,0.820
scan_280,GRAT_XXX,-64.811,23.458,-8.459,1.260
scan_280,GRAT_XXX,-23.564,21.905,1.892,1.986
scan_280,GRAT_XXX,-80.948,13.096,-13.446,2.959
scan_280,GRAT_XXX,-52.603,31.160,6.095,1.223
scan_280,GRAT_XXX,-51.729,25.731,-18.344,1.225
scan_280,GRAT_XXX,-71.884,14.463,-17.712,1.415
scan_280,GRAT_XXX,-77.920,1.896,-19.984,1.229
scan_280,GRAT_XXX,-43.874,36.219,-3.752,1.438
scan_280,GRAT_XXX,-52.087,12.339,-20.844,1.221
scan_280,OOO,-38.463,35.309,5.722,1.157
scan_280,GRAT_XXX,-75.651,12.746,-15.307,1.248
scan_280,OOO,-32.322,35.984,5.342,0.927
scan_280,GRAT_XXX,-44.900,10.060,-18.009,1.336
scan_280,GRAT_XXX,-78.346,17.361,-8.983,4.240
scan_280,OOO,-43.822,35.177,4.926,1.079
scan_280,GRAT_XXX,-76.233,16.123,-12.161,2.079
scan_280,GRAT_XXX,-29.730,36.078,1.144,1.276
scan_280,GRAT_XXX,-50.805,12.402,-20.929,1.746
scan_280,ANGUSS_B,-64.544,25.052,-1.330,1.734
scan_280,GRAT_XXX,-64.508,24.265,-8.619,2.107
scan_280,GRAT_XXX,-53.568,26.727,18.288,1.353
scan_280,GRAT_XXX,-70.927,20.246,9.170,1.315
scan_280,GRAT_XXX,-79.882,16.830,-10.608,5.376
scan_280,GRAT_XXX,-80.525,12.573,-14.332,2.452
scan_280,GRAT_XXX,-24.771,22.512,1.096,2.327
scan_280,GRAT_XXX,-62.818,24.995,-7.216,2.161
scan_280,GRAT_XXX,-50.411,13.035,-20.522,1.282
scan_280,ANGUSS_B,-63.880,24.314,-1.793,1.380
scan_280,GRAT_XXX,-78.724,16.828,-10.360,4.582
scan_280,GRAT_XXX,-57.863,25.620,0.044,2.639
scan_300,GRAT_XXX,-30.315,13.170,-12.703,1.477
scan_300,OOO,-35.102,36.169,-6.578,0.616
scan_300,GRAT_XXX,-56.551,-4.599,-13.325,1.852
scan_300,GRAT_XXX,-49.798,11.099,-19.790,1.234
scan_300,GRAT_XXX,-45.183,-24.876,-18.351,1.368
scan_300,GRAT_XXX,-43.452,31.379,-12.969,1.763
scan_300,GRAT_XXX,-44.298,31.619,-12.163,2.262
scan_300,GRAT_XXX,-45.395,32.892,-10.890,2.056
scan_300,GRAT_XXX,-43.679,32.999,-11.158,2.079
scan_300,GRAT_XXX,-43.208,34.496,-9.928,1.571
scan_300,OOO,-43.088,35.739,-5.504,0.800
scan_300,GRAT_XXX,-47.226,31.970,3.155,1.268
scan_300,GRAT_XXX,-45.399,31.036,-12.947,1.909
scan_300,GRAT_XXX,-45.743,31.575,-12.326,2.120
scan_300,GRAT_XXX,-40.667,-21.531,-14.385,1.281
scan_300,GRAT_XXX,-52.312,-5.482,-16.340,1.402
scan_300,GRAT_XXX,-56.390,-9.109,-20.308,1.407
scan_300,GRAT_XXX,-56.182,-7.632,-18.669,1.276
scan_300,GRAT_XXX,-65.875,-9.993,-24.232,1.902
scan_300,GRAT_XXX,-57.022,-5.018,-13.868,1.673
scan_300,GRAT_XXX,-50.356,12.199,-20.835,1.872
scan_300,GRAT_XXX,-25.377,21.559,-7.501,1.615
scan_300,OOO,-30.912,35.773,-6.278,0.850
scan_300,GRAT_XXX,-32.584,23.408,-13.151,1.485
scan_300,GRAT_XXX,-56.214,-5.389,-14.948,1.306
scan_300,OOO,-28.034,35.778,4.427,1.182
scan_300,OOO,-40.530,35.246,5.093,0.767
scan_300,GRAT_XXX,-25.469,-20.159,-7.846,1.516
scan_300,OOO,-25.381,-35.876,-7.218,0.500
scan_300,GRAT_XXX,-28.160,-12.562,-3.758,1.598
scan_300,OOO,-43.388,35.443,-6.794,0.816
scan_300,GRAT_XXX,-45.288,30.036,-14.451,1.514
scan_300,GRAT_XXX,-46.255,36.281,7.264,1.350
scan_300,GRAT_XXX,-32.660,-5.043,-3.394,2.265
scan_300,GRAT_XXX,-58.837,-17.837,-23.572,1.335
scan_300,GRAT_XXX,-59.475,-16.032,-23.335,1.308
scan_300,GRAT_XXX,-56.983,7.143,-23.361,1.533
scan_300,GRAT_XXX,-43.465,30.115,-14.605,1.395
scan_300,GRAT_XXX,-39.049,-20.612,-12.993,1.646
scan_300,GRAT_XXX,-36.168,-13.160,-13.888,1.283
scan_300,GRAT_XXX,-47.550,29.948,2.706,1.250
scan_300,GRAT_XXX,-62.187,21.605,-20.130,1.242
scan_300,OOO,-39.043,36.068,-6.799,0.095
scan_300,OOO,-36.291,35.683,5.281,0.962
scan_300,GRAT_XXX,-55.475,-19.913,-21.567,1.206
scan_300,GRAT_XXX,-25.108,-33.646,-4.646,1.595
scan_300,GRAT_XXX,-39.109,33.996,-10.357,1.640
scan_300,GRAT_XXX,-28.781,13.420,-12.383,1.808
scan_300,GRAT_XXX,-39.686,34.793,-9.417,1.309
scan_300,GRAT_XXX,-31.820,13.243,-12.612,1.662
scan_300,OOO,-28.958,35.391,-7.493,0.967
scan_300,GRAT_XXX,-41.985,15.850,-14.463,1.273
scan_300,GRAT_XXX,-54.275,-9.326,-19.910,1.391
scan_300,GRAT_XXX,-53.944,-5.126,-16.381,1.658
scan_300,GRAT_XXX,-50.110,28.526,-14.653,2.372
scan_300,GRAT_XXX,-68.298,11.772,-21.833,1.603
scan_300,GRAT_XXX,-68.418,13.626,-21.185,1.499
scan_300,GRAT_XXX,-42.265,33.769,-10.632,1.831
scan_300,GRAT_XXX,-41.151,32.977,-12.021,1.456
scan_300,GRAT_XXX,-52.549,-4.211,-12.621,2.239
scan_300,GRAT_XXX,-42.878,32.712,-11.694,1.828
scan_300,OOO,-25.544,-35.028,-6.402,1.111
scan_300,GRAT_XXX,-32.044,36.356,3.714,1.336
scan_300,OOO,-32.550,36.323,5.716,1.101
scan_300,GRAT_XXX,-45.174,29.972,2.562,1.483
scan_300,GRAT_XXX,-27.575,36.401,0.060,1.444
scan_300,GRAT_XXX,-73.005,13.734,-15.874,1.429
scan_300,GRAT_XXX,-54.123,26.098,2.955,1.411
scan_300,GRAT_XXX,-33.373,-12.690,-13.727,1.636
scan_300,GRAT_XXX,-40.900,33.987,-10.245,1.722
scan_300,GRAT_XXX,-50.127,24.281,-19.003,1.258
scan_300,GRAT_XXX,-30.482,-18.037,-10.195,1.228
scan_300,GRAT_XXX,-37.428,-12.316,-14.390,1.520
scan_300,ANGUSS_B,-62.253,24.937,-2.137,1.919
scan_300,GRAT_XXX,-51.901,32.109,8.211,1.410
scan_300,GRAT_XXX,-60.238,22.162,-21.511,1.299
scan_300,GRAT_XXX,-68.023,21.556,-10.171,1.209
scan_300,GRAT_XXX,-67.857,21.833,6.277,1.383
scan_300,ANGUSS_B,-64.817,24.145,1.150,1.231
scan_300,ANGUSS_B,-64.222,24.593,-0.914,1.470
scan_300,GRAT_XXX,-63.542,22.996,-10.636,1.215
scan_300,GRAT_XXX,-60.187,24.683,-18.267,1.269
scan_300,GRAT_XXX,-54.400,-4.766,-15.137,1.678
scan_300,GRAT_XXX,-54.006,-4.293,-13.735,2.327
scan_300,GRAT_XXX,-26.075,24.965,-5.773,1.856
scan_300,GRAT_XXX,-38.136,-5.418,-10.755,1.211
scan_300,GRAT_XXX,-29.803,-10.492,-2.813,1.820
scan_300,GRAT_XXX,-45.961,-9.916,-16.586,1.488
scan_300,GRAT_XXX,-69.068,9.702,-22.395,1.222
scan_300,OOO,-42.687,36.632,6.356,0.902
scan_300,GRAT_XXX,-53.434,-4.013,-12.710,2.374
scan_300,GRAT_XXX,-63.949,-7.243,-22.019,1.375
scan_300,OOO,-41.460,35.895,-5.902,1.136
scan_300,GRAT_XXX,-52.739,28.556,-9.889,1.602
scan_300,GRAT_XXX,-25.089,20.878,-4.950,1.513
scan_300,GRAT_XXX,-27.650,-13.528,-6.272,1.613
scan_300,GRAT_XXX,-74.202,21.979,-2.206,1.216
scan_300,GRAT_XXX,-39.239,-22.003,-13.382,1.514
scan_300,GRAT_XXX,-24.709,-26.783,0.143,3.945
scan_300,GRAT_XXX,-63.033,24.114,4.021,1.228
scan_300,GRAT_XXX,-46.813,-8.227,-16.000,1.613
scan_300,GRAT_XXX,-60.044,9.219,-23.089,1.206
scan_300,GRAT_XXX,-38.620,34.671,-9.354,1.272
scan_300,GRAT_XXX,-72.440,16.268,-13.151,1.909
scan_300,GRAT_XXX,-51.952,28.669,-11.694,1.818
scan_300,GRAT_XXX,-75.709,8.580,-18.515,1.216
scan_300,GRAT_XXX,-53.237,28.243,-8.206,1.549
scan_300,GRAT_XXX,-52.995,27.944,-11.264,1.666
scan_300,GRAT_XXX,-52.425,27.952,-12.709,1.852
scan_300,GRAT_XXX,-57.805,6.787,-24.133,2.221
scan_300,GRAT_XXX,-63.036,-4.242,-20.644,1.808
scan_300,GRAT_XXX,-73.145,10.158,-18.789,1.548
scan_300,GRAT_XXX,-59.085,7.609,-24.306,1.839
scan_300,GRAT_XXX,-56.474,24.087,1.712,1.290
scan_300,GRAT_XXX,-26.247,22.210,-0.140,2.039
scan_300,GRAT_XXX,-73.010,20.354,-7.616,1.299
scan_300,OOO,-29.152,35.640,-5.773,0.745
scan_300,GRAT_XXX,-23.711,20.791,3.120,1.213
scan_300,GRAT_XXX,-40.856,32.169,2.388,1.478
scan_300,GRAT_XXX,-46.139,-5.063,-13.922,1.795
scan_300,GRAT_XXX,-40.224,-3.768,-8.523,2.982
scan_300,GRAT_XXX,-45.708,13.437,-17.537,1.295
scan_300,GRAT_XXX,-67.661,8.049,-23.042,1.317
scan_300,GRAT_XXX,-72.819,18.929,-9.670,1.530
scan_300,GRAT_XXX,-58.673,10.443,-21.489,1.344
scan_300,OOO,-30.520,36.275,5.694,1.008
scan_300,GRAT_XXX,-58.314,26.342,6.596,1.218
scan_300,GRAT_XXX,-45.815,-2.902,-13.194,3.501
scan_300,GRAT_XXX,-68.667,17.188,-14.666,1.362
scan_300,GRAT_XXX,-25.198,-31.234,-3.728,1.325
scan_300,GRAT_XXX,-29.532,-10.476,-1.363,1.365
scan_300,GRAT_XXX,-61.748,-5.588,-21.345,1.592
scan_300,GRAT_XXX,-62.332,23.469,-6.062,1.223
scan_300,GRAT_XXX,-59.599,-4.141,-17.265,2.305
scan_300,GRAT_XXX,-39.198,-4.130,-7.197,2.932
scan_300,GRAT_XXX,-30.277,-15.761,-10.101,1.529
scan_300,GRAT_XXX,-31.505,11.438,-12.967,1.295
scan_300,GRAT_XXX,-25.686,23.455,-6.455,2.413
scan_300,OOO,-34.672,36.698,-4.653,0.977
scan_300,OOO,-39.223,35.146,5.126,0.959
scan_300,GRAT_XXX,-26.236,-14.154,5.659,1.369
scan_300,GRAT_XXX,-26.509,-15.591,-2.893,1.229
scan_300,GRAT_XXX,-41.536,-2.495,-10.745,3.883
scan_300,GRAT_XXX,-56.073,25.301,-19.628,1.337
scan_300,GRAT_XXX,-58.090,-6.093,-17.689,1.302
scan_300,GRAT_XXX,-42.503,0.563,-11.890,5.879
scan_300,GRAT_XXX,-29.545,-11.440,-9.551,1.247
scan_300,GRAT_XXX,-26.061,22.019,0.985,1.827
scan_300,GRAT_XXX,-34.453,13.987,-12.383,1.236
scan_300,GRAT_XXX,-28.443,-12.477,2.977,1.636
scan_300,GRAT_XXX,-48.454,-7.662,-16.361,1.263
scan_300,GRAT_XXX,-42.378,-5.535,-13.186,1.231
scan_300,OOO,-37.137,36.379,-5.453,0.814
scan_300,GRAT_XXX,-28.059,-13.300,2.553,1.706
scan_300,GRAT_XXX,-34.974,-12.578,-14.011,1.708
scan_300,GRAT_XXX,-60.567,7.935,-24.300,1.474
scan_300,GRAT_XXX,-27.997,-12.418,-8.201,1.545
scan_300,GRAT_XXX,-26.581,-15.588,-7.262,1.388
scan_300,GRAT_XXX,-69.831,13.706,-20.342,1.207
scan_300,GRAT_XXX,-45.190,34.194,-9.459,1.654
scan_300,GRAT_XXX,-27.855,-14.401,-8.915,1.436
scan_300,GRAT_XXX,-24.497,20.840,1.666,1.474
scan_300,GRAT_XXX,-24.271,-23.670,2.190,2.036
scan_300,GRAT_XXX,-27.467,23.536,1.901,2.144
scan_300,GRAT_XXX,-55.755,6.906,-23.034,2.260
scan_300,GRAT_XXX,-30.889,-8.409,-6.662,1.745
scan_300,GRAT_XXX,-67.902,18.687,-13.429,1.468
scan_300,GRAT_XXX,-66.891,15.236,-20.917,1.424
scan_300,GRAT_XXX,-68.946,6.077,-26.506,2.884
scan_300,ANGUSS_B,-62.534,24.371,2.265,1.427
scan_300,GRAT_XXX,-37.747,21.422,-14.797,1.522
scan_300,GRAT_XXX,-59.296,-4.971,-18.251,1.860
scan_300,GRAT_XXX,-49.133,-2.049,-13.468,4.355
scan_300,GRAT_XXX,-37.823,33.497,-11.677,1.522
scan_300,GRAT_XXX,-68.490,5.934,-27.096,3.507
scan_300,GRAT_XXX,-47.105,32.522,-10.567,1.409
scan_300,OOO,-34.826,36.163,6.692,0.315
scan_300,OOO,-27.304,35.487,-4.488,0.928
scan_300,GRAT_XXX,-64.216,5.192,-24.014,1.399
scan_300,GRAT_XXX,-50.210,-8.390,-18.332,1.416
scan_300,GRAT_XXX,-24.062,-16.040,8.319,1.255
scan_300,GRAT_XXX,-71.487,14.248,-15.851,2.215
scan_300,GRAT_XXX,-43.862,-3.081,-12.709,3.449
scan_300,GRAT_XXX,-55.245,8.536,-22.455,1.473
scan_300,GRAT_XXX,-25.321,32.016,2.924,1.566
scan_300,GRAT_XXX,-25.761,30.691,1.920,1.282
scan_300,GRAT_XXX,-27.282,23.681,0.397,3.250
scan_300,GRAT_XXX,-24.715,33.518,3.805,1.230
scan_300,GRAT_XXX,-51.909,13.850,-21.018,1.315
scan_300,GRAT_XXX,-25.675,29.777,1.986,1.313
scan_300,GRAT_XXX,-26.255,-16.584,-5.322,1.818
scan_300,GRAT_XXX,-38.565,-5.112,-9.495,1.316
scan_300,GRAT_XXX,-41.693,-25.726,-18.188,2.533
scan_300,GRAT_XXX,-25.924,34.757,-2.697,1.332
scan_300,GRAT_XXX,-34.159,-5.501,-10.799,1.314
scan_300,GRAT_XXX,-34.703,10.501,-13.989,1.364
scan_300,GRAT_XXX,-47.562,-3.788,-13.763,2.702
scan_300,GRAT_XXX,-63.183,23.615,7.928,1.239
scan_300,GRAT_XXX,-31.880,-18.058,-10.762,1.371
scan_300,OOO,-30.647,36.177,7.982,0.882
scan_300,GRAT_XXX,-22.158,-26.934,3.649,2.103
scan_300,GRAT_XXX,-33.490,34.836,0.174,1.422
scan_300,GRAT_XXX,-27.415,-8.965,8.638,1.393
scan_300,GRAT_XXX,-40.159,-4.830,-11.121,1.626
scan_300,GRAT_XXX,-41.595,-1.344,-10.045,5.108
scan_300,GRAT_XXX,-61.816,24.015,-18.193,1.471
scan_300,OOO,-33.157,36.535,-5.193,0.664
scan_300,GRAT_XXX,-54.232,27.819,-9.781,1.315
scan_300,OOO,-29.111,35.662,-4.703,0.487
scan_300,GRAT_XXX,-70.742,16.722,-13.610,1.872
scan_300,GRAT_XXX,-68.939,22.197,-5.912,1.267
scan_300,GRAT_XXX,-70.581,7.231,-24.282,1.811
scan_300,GRAT_XXX,-70.235,7.810,-23.258,1.345
scan_300,GRAT_XXX,-45.800,-4.124,-13.554,2.360
scan_300,GRAT_XXX,-44.879,-4.033,-13.197,2.298
scan_300,GRAT_XXX,-25.616,32.580,-10.043,1.285
scan_300,GRAT_XXX,-30.238,-7.139,2.014,1.204
scan_300,GRAT_XXX,-24.888,-24.875,0.339,3.738
scan_300,GRAT_XXX,-30.434,-10.005,-8.339,2.104
scan_300,GRAT_XXX,-61.605,7.604,-24.408,1.660
scan_300,ANGUSS_B,-59.294,24.377,-1.055,1.452
scan_300,OOO,-27.174,35.520,-5.724,0.718
scan_300,GRAT_XXX,-30.069,36.355,3.929,1.208
scan_300,GRAT_XXX,-58.232,-4.740,-15.236,1.700
scan_300,GRAT_XXX,-52.330,-8.117,-18.653,1.445
scan_300,GRAT_XXX,-44.538,0.063,-13.281,6.281
scan_300,GRAT_XXX,-65.563,-5.017,-20.340,1.264
scan_300,GRAT_XXX,-65.921,-5.161,-21.315,1.361
scan_300,GRAT_XXX,-77.060,6.204,-21.137,1.230
scan_300,GRAT_XXX,-74.498,16.607,-13.801,1.211
scan_300,GRAT_XXX,-69.812,16.464,-14.750,1.716
scan_300,GRAT_XXX,-58.276,7.669,-23.579,1.407
scan_300,GRAT_XXX,-72.206,23.261,1.758,1.543
scan_300,GRAT_XXX,-47.196,-1.177,-13.324,5.127
scan_300,GRAT_XXX,-45.161,11.331,-19.169,2.093
scan_300,OOO,-42.094,35.675,-6.789,0.991
scan_300,GRAT_XXX,-52.347,27.704,-15.258,2.001
scan_300,GRAT_XXX,-43.228,-23.966,-17.226,1.235
scan_300,ANGUSS_B,-60.993,24.037,1.463,1.055
scan_300,GRAT_XXX,-49.811,30.940,-10.342,1.435
scan_300,GRAT_XXX,-34.682,-2.480,-5.917,4.304
scan_300,GRAT_XXX,-58.411,24.419,-7.607,1.247
scan_300,GRAT_XXX,-52.756,26.744,2.422,1.204
scan_300,GRAT_XXX,-53.625,30.942,-5.572,1.279
scan_300,GRAT_XXX,-60.523,-2.855,-20.884,4.090
scan_300,GRAT_XXX,-25.604,34.372,-3.949,1.716
scan_300,GRAT_XXX,-28.303,-12.436,-5.448,1.628
scan_300,GRAT_XXX,-41.176,34.372,-9.993,1.478
scan_300,GRAT_XXX,-46.248,-8.085,-15.670,1.675
scan_300,GRAT_XXX,-71.276,13.915,-16.709,1.867
scan_300,GRAT_XXX,-33.133,35.269,-1.914,1.276
scan_300,GRAT_XXX,-30.748,-8.638,-4.776,1.699
scan_300,GRAT_XXX,-31.738,14.718,-11.568,1.244
scan_300,GRAT_XXX,-29.025,-11.486,-3.939,1.662
scan_300,GRAT_XXX,-21.742,-22.093,5.480,1.931
scan_300,GRAT_XXX,-46.488,27.995,-17.007,1.247
scan_300,GRAT_XXX,-58.238,24.552,-8.109,1.450
scan_300,GRAT_XXX,-51.332,28.101,2.581,1.440
scan_300,GRAT_XXX,-48.168,-4.502,-13.977,2.306
scan_300,GRAT_XXX,-62.784,23.970,6.614,1.320
scan_300,ANGUSS_B,-62.167,25.111,0.320,2.056
scan_300,GRAT_XXX,-49.720,-17.803,-18.988,1.370
scan_300,GRAT_XXX,-45.761,-1.772,-12.872,4.609
scan_300,GRAT_XXX,-23.770,-22.152,2.824,1.512
scan_300,GRAT_XXX,-26.102,-33.914,-8.697,1.454
scan_300,GRAT_XXX,-27.840,-12.988,-2.269,1.413
scan_300,GRAT_XXX,-59.377,-17.232,-23.695,1.234
scan_300,GRAT_XXX,-37.653,-13.510,-14.526,1.408
scan_300,GRAT_XXX,-29.604,-10.327,-8.976,1.499
scan_300,GRAT_XXX,-56.183,26.831,-10.093,1.296
scan_300,GRAT_XXX,-70.170,15.619,-15.475,1.604
scan_300,GRAT_XXX,-30.656,-11.831,-9.389,2.199
scan_300,OOO,-31.183,36.084,-4.965,0.216
scan_300,GRAT_XXX,-43.317,-1.143,-12.572,5.329
scan_300,GRAT_XXX,-51.660,28.027,-14.179,2.271
scan_300,GRAT_XXX,-34.467,23.857,-13.781,1.341
scan_300,OOO,-24.807,36.352,5.268,0.664
scan_300,GRAT_XXX,-28.761,-11.759,-2.779,1.397
scan_300,GRAT_XXX,-26.950,-9.581,8.785,1.526
scan_300,GRAT_XXX,-26.012,26.045,2.422,2.022
scan_300,GRAT_XXX,-56.005,-20.475,-22.755,1.397
scan_300,GRAT_XXX,-40.826,-3.477,-9.986,3.000
scan_300,GRAT_XXX,-24.427,-25.162,1.095,3.047
scan_300,GRAT_XXX,-35.150,22.460,-14.385,1.663
scan_300,GRAT_XXX,-39.648,-3.895,-7.067,3.277
scan_300,GRAT_XXX,-54.756,27.117,-13.774,1.423
scan_300,GRAT_XXX,-61.846,24.005,-17.421,1.287
scan_300,GRAT_XXX,-42.315,-1.714,-11.804,4.708
scan_300,GRAT_XXX,-22.154,-29.870,3.357,2.233
scan_300,GRAT_XXX,-29.507,-9.303,5.727,1.224
scan_300,GRAT_XXX,-60.011,-2.773,-19.989,4.045
scan_300,GRAT_XXX,-32.210,-6.396,-6.123,1.311
scan_300,OOO,-29.331,36.186,7.880,0.958
scan_300,GRAT_XXX,-22.238,-23.100,4.775,1.518
scan_300,GRAT_XXX,-57.980,-4.374,-13.640,2.301
scan_300,GRAT_XXX,-57.696,-4.846,-13.974,1.824
scan_300,GRAT_XXX,-66.719,-4.669,-22.376,1.588
scan_300,GRAT_XXX,-62.001,24.173,8.152,1.348
scan_300,GRAT_XXX,-25.299,34.206,2.904,1.321
scan_300,GRAT_XXX,-34.323,-5.912,-12.024,1.292
scan_300,GRAT_XXX,-30.002,-9.580,-6.206,1.552
scan_300,GRAT_XXX,-26.741,23.427,-0.292,3.004
scan_300,GRAT_XXX,-27.936,-14.161,0.260,1.274
scan_300,GRAT_XXX,-67.984,6.648,-26.827,3.188
scan_300,GRAT_XXX,-67.410,-6.124,-23.448,1.204
scan_300,ANGUSS_B,-65.918,24.728,-2.369,1.789
scan_300,OOO,-27.077,36.202,6.257,0.632
scan_300,GRAT_XXX,-60.545,-2.347,-20.777,4.329
scan_300,GRAT_XXX,-26.215,-15.967,-1.317,1.247
scan_300,GRAT_XXX,-24.518,32.029,4.411,1.231
scan_300,GRAT_XXX,-25.581,31.675,2.350,1.538
scan_300,GRAT_XXX,-26.419,-32.541,-8.308,1.523
scan_300,GRAT_XXX,-52.235,12.298,-21.731,1.897
scan_300,GRAT_XXX,-25.207,-33.780,-4.048,1.495
scan_300,GRAT_XXX,-27.514,-13.704,-4.897,1.274
scan_300,GRAT_XXX,-55.756,-4.643,-13.884,2.015
scan_300,GRAT_XXX,-48.616,31.468,-10.605,1.553
scan_300,GRAT_XXX,-31.903,22.095,-12.305,1.440
scan_300,GRAT_XXX,-37.074,34.129,-10.604,1.450
scan_300,GRAT_XXX,-65.791,-6.665,-22.545,1.298
scan_300,GRAT_XXX,-39.396,33.242,-11.906,1.259
scan_300,GRAT_XXX,-26.257,22.840,2.410,1.780
scan_300,GRAT_XXX,-46.335,29.723,2.764,1.359
scan_300,GRAT_XXX,-44.493,36.819,6.104,1.489
scan_300,GRAT_XXX,-45.018,37.020,7.482,1.384
scan_300,GRAT_XXX,-54.256,-7.871,-18.840,1.484
scan_300,OOO,-37.033,36.029,-6.594,0.413
scan_300,GRAT_XXX,-25.283,-18.469,-6.680,1.645
scan_300,GRAT_XXX,-61.988,13.876,-22.899,1.442
scan_300,GRAT_XXX,-44.808,37.159,8.489,1.549
scan_300,GRAT_XXX,-34.347,-4.737,-9.246,1.671
scan_300,GRAT_XXX,-31.275,-9.208,-9.270,2.136
scan_300,GRAT_XXX,-63.152,18.480,-22.511,1.240
scan_300,ANGUSS_B,-66.274,23.969,-0.594,1.078
scan_300,ANGUSS_B,-66.597,23.871,-1.806,1.021
scan_300,GRAT_XXX,-63.040,23.877,-12.466,1.707
scan_300,GRAT_XXX,-62.024,20.031,-22.571,1.270
scan_300,ANGUSS_B,-64.952,24.178,-1.816,1.049
scan_300,GRAT_XXX,-64.036,22.605,-13.020,1.294
scan_300,GRAT_XXX,-62.140,24.296,-13.757,1.662
scan_300,GRAT_XXX,-22.729,-31.486,2.293,1.810
scan_300,GRAT_XXX,-36.551,-3.763,-8.562,2.637
scan_300,GRAT_XXX,-35.948,-5.284,-11.099,1.626
scan_300,GRAT_XXX,-22.972,-22.417,3.964,1.478
scan_300,GRAT_XXX,-22.807,-24.998,3.975,1.535
scan_300,GRAT_XXX,-47.332,30.357,-14.473,1.250
scan_300,GRAT_XXX,-23.887,-30.426,1.596,1.326
scan_300,GRAT_XXX,-25.045,-26.059,-0.224,3.906
scan_300,GRAT_XXX,-31.165,-13.437,-10.055,1.417
scan_300,OOO,-40.731,35.929,6.470,0.328
scan_300,GRAT_XXX,-31.618,-7.427,-5.670,1.221
scan_300,GRAT_XXX,-23.454,-19.805,4.005,1.210
scan_300,ANGUSS_B,-60.414,24.740,-2.110,1.625
scan_300,GRAT_XXX,-35.106,-5.806,-12.090,1.323
scan_300,GRAT_XXX,-42.174,-0.409,-11.275,5.958
scan_300,GRAT_XXX,-43.349,1.188,-12.806,5.258
scan_300,GRAT_XXX,-25.608,-16.395,-0.828,1.229
scan_300,GRAT_XXX,-26.943,-14.948,-4.685,1.642
scan_300,OOO,-33.018,36.212,-6.621,0.542
scan_300,OOO,-38.613,35.762,6.594,0.727
scan_300,GRAT_XXX,-36.316,12.482,-13.679,1.264
